eid,schaefer_exists,is_empty,contains_nan,contains_0,location_of_0
1341104,True,False,False,False,[]
1035567,True,False,False,False,[]
1380029,True,False,False,False,[]
1388860,True,False,False,False,[]
2127438,False,True,False,False,[]
2490462,False,True,False,False,[]
1052118,False,True,False,False,[]
1440587,True,False,False,False,[]
1212694,True,False,False,False,[]
1254169,True,False,False,False,[]
1093035,True,False,False,False,[]
1383532,True,False,False,False,[]
1241846,True,False,False,False,[]
1266298,True,False,False,False,[]
1070781,True,False,False,False,[]
1302770,True,False,True,True,[398]
1432519,True,False,False,False,[]
1238844,True,False,False,False,[]
1300044,False,True,False,False,[]
1737931,False,True,False,False,[]
1375667,False,True,False,False,[]
1207275,True,False,False,False,[]
1325060,True,False,False,False,[]
1049922,True,False,False,False,[]
1415209,True,False,False,False,[]
1158727,True,False,False,False,[]
1335508,True,False,False,False,[]
1173616,True,False,True,False,[]
1284703,True,False,False,False,[]
1417967,True,False,False,False,[]
1344119,True,False,False,False,[]
1118812,True,False,True,False,[]
1129336,True,False,False,False,[]
1062449,True,False,False,False,[]
2483585,False,True,False,False,[]
1385034,False,True,False,False,[]
1445854,True,False,False,True,"[138, 397]"
1264438,True,False,False,False,[]
1154092,True,False,False,False,[]
2155532,False,True,False,False,[]
1284697,True,False,False,False,[]
1001390,False,True,False,False,[]
1280546,True,False,False,False,[]
1453417,False,True,False,False,[]
1419805,True,False,False,False,[]
1041088,True,False,False,False,[]
1015529,True,False,False,False,[]
1276613,True,False,False,False,[]
1209283,True,False,False,False,[]
1356332,True,False,False,False,[]
1264815,True,False,False,False,[]
1193900,True,False,False,False,[]
1201690,True,False,False,False,[]
1445479,True,False,False,False,[]
1373282,True,False,False,False,[]
1171155,True,False,False,False,[]
1350634,True,False,False,True,[141]
1197768,True,False,False,False,[]
1026563,True,False,False,False,[]
1352100,True,False,False,False,[]
1260693,False,True,False,False,[]
1395451,True,False,False,False,[]
1049475,True,False,False,False,[]
1371896,False,True,False,False,[]
2021971,False,True,False,False,[]
1441731,True,False,False,False,[]
1123088,True,False,False,False,[]
1292660,True,False,True,False,[]
1438733,True,False,False,False,[]
1451259,True,False,False,False,[]
1300149,True,False,False,False,[]
1106138,True,False,False,False,[]
1310421,True,False,False,False,[]
1249102,True,False,False,False,[]
1424820,True,False,False,False,[]
1247017,True,False,False,False,[]
1407158,True,False,False,False,[]
1327659,True,False,False,False,[]
1363690,False,True,False,False,[]
1118545,True,False,False,False,[]
1094785,True,False,False,False,[]
1245723,False,True,False,False,[]
1447237,True,False,False,False,[]
1215124,True,False,False,False,[]
1082608,True,False,False,False,[]
1088975,True,False,False,False,[]
1415373,True,False,False,False,[]
1047483,True,False,False,False,[]
1430357,True,False,False,False,[]
1417989,True,False,False,False,[]
2604758,False,True,False,False,[]
1935212,False,True,False,False,[]
1197665,True,False,False,False,[]
1424599,False,True,False,False,[]
1185439,True,False,False,False,[]
1339253,True,False,False,False,[]
1321328,True,False,False,False,[]
1375689,True,False,False,False,[]
1137631,False,True,False,False,[]
1455188,True,False,False,False,[]
1333174,True,False,False,False,[]
1268363,True,False,False,False,[]
1346757,True,False,False,False,[]
1169123,True,False,False,False,[]
1436651,True,False,False,False,[]
1456137,True,False,False,False,[]
1122774,True,False,False,False,[]
1159042,True,False,False,False,[]
1376636,True,False,False,False,[]
1109645,False,True,False,False,[]
1128809,True,False,False,False,[]
1945188,False,True,False,False,[]
1120040,False,True,False,False,[]
1454603,True,False,False,False,[]
1380563,True,False,False,False,[]
1105064,True,False,False,False,[]
1429869,True,False,False,False,[]
2205784,False,True,False,False,[]
1117238,True,False,False,False,[]
1075342,True,False,False,False,[]
1186512,True,False,False,False,[]
1250611,False,True,False,False,[]
1322203,True,False,False,False,[]
1046308,True,False,False,False,[]
1252125,True,False,False,False,[]
1124272,True,False,False,False,[]
1166629,True,False,False,False,[]
1132388,False,True,False,False,[]
1305513,True,False,False,False,[]
1425212,True,False,False,False,[]
1180014,True,False,False,False,[]
1151451,True,False,False,False,[]
1364830,True,False,False,False,[]
1208591,True,False,False,False,[]
1153365,True,False,False,False,[]
1162841,True,False,False,False,[]
1186486,False,True,False,False,[]
1149970,True,False,False,False,[]
1021700,True,False,False,False,[]
1105187,True,False,False,False,[]
1384726,True,False,False,False,[]
1008105,False,True,False,False,[]
1006010,True,False,False,False,[]
1029287,True,False,False,False,[]
1174402,True,False,False,False,[]
1431965,False,True,False,False,[]
1341863,True,False,False,False,[]
1056617,True,False,False,False,[]
1338861,True,False,False,False,[]
1372473,True,False,False,False,[]
1398835,True,False,False,True,"[138, 142, 401]"
1149893,True,False,False,False,[]
1299358,True,False,False,False,[]
1289630,True,False,False,False,[]
1208472,True,False,False,False,[]
1295579,True,False,False,False,[]
1056783,True,False,False,False,[]
1170630,True,False,False,False,[]
1079514,True,False,False,False,[]
1861778,False,True,False,False,[]
1050311,True,False,False,False,[]
1285011,True,False,False,False,[]
1172104,True,False,False,False,[]
1093508,True,False,False,False,[]
1095174,True,False,False,False,[]
2391532,False,True,False,False,[]
1279119,True,False,False,False,[]
1186845,True,False,False,False,[]
1134617,True,False,False,False,[]
1037780,True,False,False,False,[]
1345771,True,False,False,False,[]
1390092,True,False,False,False,[]
1138036,True,False,False,False,[]
1837497,False,True,False,False,[]
1357977,False,True,False,False,[]
1134783,True,False,False,False,[]
2068968,False,True,False,False,[]
1039701,True,False,False,False,[]
1283837,True,False,False,False,[]
2302976,False,True,False,False,[]
1402855,True,False,False,False,[]
1126811,True,False,False,False,[]
1231612,True,False,False,False,[]
1273249,True,False,False,False,[]
1223980,True,False,False,False,[]
1414416,True,False,False,False,[]
1039776,False,True,False,False,[]
1128973,False,True,False,False,[]
2430192,False,True,False,False,[]
1103842,True,False,False,False,[]
1235420,True,False,False,False,[]
1111644,True,False,False,False,[]
1206830,True,False,False,False,[]
1345706,True,False,False,False,[]
1103418,True,False,False,False,[]
1033451,True,False,False,False,[]
1248784,False,True,False,False,[]
1046272,True,False,False,False,[]
1444385,True,False,False,False,[]
1309248,True,False,False,False,[]
1124308,True,False,False,False,[]
1220942,True,False,False,False,[]
1318142,True,False,False,False,[]
1443175,True,False,False,False,[]
1144849,True,False,False,False,[]
1011685,True,False,False,False,[]
1179882,True,False,False,False,[]
1057178,True,False,False,False,[]
1047410,False,True,False,False,[]
1268264,True,False,False,False,[]
1389668,True,False,False,False,[]
1100880,True,False,False,False,[]
1773811,False,True,False,False,[]
1032233,True,False,False,False,[]
1112712,True,False,False,False,[]
1234242,True,False,False,False,[]
1346650,True,False,False,False,[]
1060300,True,False,False,False,[]
1169024,True,False,False,False,[]
1316057,True,False,False,False,[]
1118435,True,False,False,False,[]
1199677,True,False,False,False,[]
1068713,True,False,False,False,[]
1415274,False,True,False,False,[]
1310551,True,False,False,False,[]
1195056,False,True,False,False,[]
1232744,True,False,False,False,[]
1114214,True,False,False,False,[]
1312265,True,False,False,False,[]
1397381,True,False,False,False,[]
1308870,True,False,False,False,[]
1230070,True,False,False,True,[138]
2281178,False,True,False,False,[]
1420738,True,False,False,False,[]
1419455,True,False,False,False,[]
1076319,True,False,False,False,[]
1453830,True,False,False,False,[]
1185549,True,False,False,False,[]
1391764,True,False,False,True,[398]
1102399,True,False,False,False,[]
1272992,True,False,False,False,[]
1445404,True,False,False,False,[]
1217717,True,False,False,False,[]
1131247,False,True,False,False,[]
1094682,True,False,False,False,[]
1215023,True,False,False,False,[]
1308993,True,False,False,False,[]
1100539,True,False,False,False,[]
1030570,True,False,False,False,[]
1342581,True,False,False,False,[]
1426249,True,False,False,False,[]
2497341,False,True,False,False,[]
1371991,True,False,False,False,[]
1086884,True,False,False,False,[]
1257822,False,True,False,False,[]
1140656,True,False,False,False,[]
1335496,True,False,False,False,[]
1331730,True,False,False,False,[]
1363603,True,False,False,False,[]
1045353,True,False,False,True,[138]
1290053,True,False,False,False,[]
1809470,False,True,False,False,[]
2378496,False,True,False,False,[]
1395876,True,False,False,False,[]
1306868,True,False,False,True,[398]
1104671,True,False,False,False,[]
1432469,True,False,False,False,[]
1288052,True,False,False,False,[]
1209210,True,False,False,False,[]
1187307,False,True,False,False,[]
1342935,True,False,False,False,[]
1116877,True,False,False,False,[]
1243258,True,False,False,False,[]
1201603,True,False,False,False,[]
1011788,True,False,False,False,[]
1203137,True,False,False,False,[]
1278601,True,False,False,True,[398]
1371525,True,False,False,False,[]
1264548,True,False,False,False,[]
1191369,True,False,False,False,[]
1422095,True,False,False,False,[]
1129231,True,False,False,True,[398]
1882562,False,True,False,False,[]
1152507,True,False,False,False,[]
1183142,True,False,False,False,[]
1367966,True,False,False,False,[]
1278676,True,False,False,True,[142]
1333109,True,False,False,False,[]
2572828,False,True,False,False,[]
1005131,True,False,False,False,[]
1280436,True,False,False,False,[]
1428251,False,True,False,False,[]
1284790,True,False,False,False,[]
2650284,False,True,False,False,[]
1152493,True,False,False,False,[]
1262039,True,False,False,False,[]
1236598,True,False,False,True,[144]
2210728,False,True,False,False,[]
1102294,True,False,False,False,[]
1104606,True,False,False,False,[]
1449328,False,True,False,False,[]
1009684,True,False,False,False,[]
1420642,True,False,False,False,[]
1064048,False,True,False,False,[]
1375760,True,False,False,False,[]
1395801,True,False,False,True,[398]
2040802,False,True,False,False,[]
1148348,True,False,False,False,[]
1158620,True,False,False,False,[]
1189265,True,False,False,False,[]
1205446,True,False,False,False,[]
1001303,True,False,False,False,[]
1108027,True,False,False,False,[]
1255241,True,False,False,False,[]
1218084,True,False,False,False,[]
1052875,False,True,False,False,[]
1320884,True,False,False,False,[]
1315006,True,False,False,False,[]
1446878,True,False,False,False,[]
1334384,False,True,False,False,[]
1093496,True,False,False,False,[]
1164160,True,False,False,False,[]
1216191,True,False,False,False,[]
1362111,True,False,False,False,[]
1044441,False,True,False,False,[]
1271820,True,False,False,False,[]
2482309,False,True,False,False,[]
1261112,True,False,False,True,[398]
1231715,True,False,False,False,[]
1210959,True,False,False,False,[]
1174852,True,False,False,False,[]
1025538,True,False,False,False,[]
1067163,True,False,False,False,[]
1269495,False,True,False,False,[]
1122709,True,False,False,False,[]
2339191,False,True,False,False,[]
1151876,True,False,False,False,[]
1204259,False,True,False,False,[]
1042147,True,False,False,False,[]
1364417,True,False,False,False,[]
1495753,False,True,False,False,[]
1128874,True,False,False,False,[]
1002228,True,False,False,False,[]
1416252,True,False,False,False,[]
1295504,True,False,False,False,[]
1119327,True,False,False,False,[]
1151801,True,False,False,False,[]
2142233,False,True,False,False,[]
1130522,True,False,False,False,[]
1172179,True,False,False,False,[]
1218167,True,False,False,False,[]
1194744,False,True,False,False,[]
1018584,True,False,False,False,[]
1458028,True,False,False,False,[]
1368241,True,False,False,False,[]
1359965,True,False,False,False,[]
1313577,True,False,False,False,[]
1392735,True,False,False,True,[144]
1398412,True,False,False,False,[]
1332761,True,False,False,False,[]
1360652,True,False,False,False,[]
1134710,True,False,False,False,[]
1293002,True,False,False,False,[]
1063326,True,False,False,False,[]
1128459,True,False,False,False,[]
1037687,True,False,False,False,[]
1145295,True,False,False,False,[]
1315071,True,False,False,False,[]
1271599,True,False,False,False,[]
1048217,True,False,False,False,[]
1235550,True,False,False,False,[]
1130978,True,False,False,False,[]
1345698,False,True,False,False,[]
1936249,False,True,False,False,[]
2484696,False,True,False,False,[]
1186462,True,False,False,False,[]
1289737,True,False,False,False,[]
1018930,False,True,False,False,[]
1006083,True,False,False,False,[]
1722424,False,True,False,False,[]
1170737,False,True,False,False,[]
1033801,True,False,True,False,[]
1061932,True,False,False,False,[]
1188577,True,False,False,False,[]
1388194,True,False,False,False,[]
1218189,False,True,False,False,[]
1021607,True,False,False,False,[]
1071000,True,False,False,False,[]
1305463,True,False,False,False,[]
1943830,False,True,False,False,[]
1400346,True,False,False,False,[]
1095109,True,False,False,False,[]
1056710,True,False,False,False,[]
1341964,True,False,False,True,[398]
1360728,True,False,False,False,[]
1281324,True,False,False,False,[]
1414588,True,False,False,False,[]
2193698,False,True,False,False,[]
1147915,True,False,False,False,[]
1402405,True,False,False,False,[]
1069098,True,False,False,False,[]
1454690,False,True,False,False,[]
1180113,True,False,False,False,[]
1031318,True,False,False,False,[]
1353681,True,False,False,False,[]
2090778,False,True,False,False,[]
1237369,True,False,False,False,[]
1322290,True,False,False,False,[]
2226235,False,True,False,False,[]
1109742,True,False,False,False,[]
1206417,False,True,False,False,[]
1079464,False,True,False,False,[]
1033876,False,True,False,False,[]
1113099,True,False,False,False,[]
1155764,True,False,False,False,[]
1392638,True,False,False,False,[]
